제목,작성자,작성일,조회수,좋아요
N/A,치타라라,N/A,N/A,N/A
교대 면접 수능(최저x),경인교대공주교대06,2024.11.13.,141,N/A
N/A,경인교대공주교대06,N/A,N/A,N/A
수능관련 질문 ㄱㄱ 글올리지말고 여기다가 칼답변,lilililililillll,2024.11.13.,1064,N/A
N/A,lilililililillll,N/A,N/A,N/A
시계 2개 써도 되나요?,빵교,2024.11.13.,486,N/A
N/A,빵교,N/A,N/A,N/A
수능 때 담요,모든 행운이 나에게,2024.11.13.,333,N/A
N/A,모든 행운이 나에게,N/A,N/A,N/A
점심시간에는 노트같은거 보면서 밥 먹어도 되는거죠,Ilililol,2024.11.13.,437,N/A
N/A,Ilililol,N/A,N/A,N/A
건국대 자유전공,면접열심히 할게요,2024.11.13.,237,N/A
N/A,면접열심히 할게요,N/A,N/A,N/A
만약에,욤얌염,2024.11.13.,94,N/A
N/A,욤얌염,N/A,N/A,N/A
수능 전날인데 아빠가 화를 내요,자지축을박차고오,2024.11.13.,1346,N/A
N/A,자지축을박차고오,N/A,N/A,N/A
생윤 롤스 질문이요!!,대학못가면절드간다,2024.11.13.,76,N/A
N/A,대학못가면절드간다,N/A,N/A,N/A
면접 볼 때 생기부에 안적힌 내용 말해도 되나요?,juaS2,2024.11.13.,166,N/A
N/A,juaS2,N/A,N/A,N/A
생윤 내일 쉬는시간에 자습할거 머가져가면 좋을까요?ㅠ,Iiiiiiiliiill,2024.11.13.,144,N/A
N/A,Iiiiiiiliiill,N/A,N/A,N/A
두원공과대랑 여주대중엔 어디가나은가요?,배고파배불러,2024.11.13.,39,N/A
N/A,배고파배불러,N/A,N/A,N/A
[동국대] 동국대 북한학과,동국숭가장,2024.11.13.,211,N/A
N/A,동국숭가장,N/A,N/A,N/A
생윤 불교,afa78,2024.11.13.,44,N/A
N/A,afa78,N/A,N/A,N/A
연대 교과 최저,ㅊㅊㅊㅊ느,2024.11.13.,441,N/A
N/A,ㅊㅊㅊㅊ느,N/A,N/A,N/A
다들,우슘,2024.11.13.,108,N/A
N/A,우슘,N/A,N/A,N/A
수능 준비물 리스트,Iiiiiiiiiiililiiiiii,2024.11.13.,726,N/A
N/A,Iiiiiiiiiiililiiiiii,N/A,N/A,N/A
수능 깔아주러 가는데,Iililliilllli,2024.11.13.,524,N/A
N/A,Iililliilllli,N/A,N/A,N/A
가채점표,ilililililiillililii,2024.11.13.,278,N/A
N/A,ilililililiillililii,N/A,N/A,N/A
생윤질문,서울대병원환자,2024.11.13.,80,N/A
N/A,서울대병원환자,N/A,N/A,N/A
"정시, 최저러 분들 화이팅하세요",아아가각,2024.11.13.,192,N/A
N/A,아아가각,N/A,N/A,N/A
너무 떨려요,28394,2024.11.13.,319,N/A
N/A,28394,N/A,N/A,N/A
생윤 니부어,ngyeong,2024.11.13.,53,N/A
N/A,ngyeong,N/A,N/A,N/A
정법,베몽,2024.11.13.,25,N/A
N/A,베몽,N/A,N/A,N/A
[서울권] [중앙대 약대] 과학 전문 과외,중앙약대0,2024.11.13.,139,N/A
N/A,중앙약대0,N/A,N/A,N/A
가채점표,njikmjjjss,2024.11.13.,286,N/A
N/A,njikmjjjss,N/A,N/A,N/A
오늘 공부 못하신분 계신가요?,4관왕임,2024.11.13.,442,N/A
N/A,4관왕임,N/A,N/A,N/A
지금 화이트 없는거 알아챘는데,dodkxnnw,2024.11.13.,406,N/A
N/A,dodkxnnw,N/A,N/A,N/A
수능 보는 중에 샤프 부러진 경험 해보신 분 계신가요?,안녕나좀뽑아주라,2024.11.13.,244,N/A
N/A,안녕나좀뽑아주라,N/A,N/A,N/A
내곧제,영어만 panda,2024.11.13.,39,N/A
N/A,영어만 panda,N/A,N/A,N/A
가채점표 선 언제 그으시나요??,자르디,2024.11.13.,263,N/A
N/A,자르디,N/A,N/A,N/A
제발 서울대 1차 붙여주세요 ㅜㅜ,한번에간다무조건,2024.11.13.,444,N/A
N/A,한번에간다무조건,N/A,N/A,N/A
가채점표 지금 붙여도 되나요?,빵교,2024.11.13.,380,N/A
N/A,빵교,N/A,N/A,N/A
가채점표 작성,똥꾸빵꾸똥꾸빵꾸,2024.11.13.,116,N/A
N/A,똥꾸빵꾸똥꾸빵꾸,N/A,N/A,N/A
수능 대기 자습,딈딈,2024.11.13.,137,N/A
N/A,딈딈,N/A,N/A,N/A
[면접] 우송대학교 물리치료학과 종합전형 {최초합},찐호요,2024.11.13.,41,N/A
N/A,찐호요,N/A,N/A,N/A
수고 많으셨습니다!,레츳꼬,2024.11.13.,47,N/A
N/A,레츳꼬,N/A,N/A,N/A
수능 시험실 뒷문,현역으로가길,2024.11.13.,81,N/A
N/A,현역으로가길,N/A,N/A,N/A
간식 책상위에 올려놔도 되나요,호호호로로로로로로,2024.11.13.,370,N/A
N/A,호호호로로로로로로,N/A,N/A,N/A
사문 질문,행운을빌어요22,2024.11.13.,93,N/A
N/A,행운을빌어요22,N/A,N/A,N/A
러셀 신성규쌤 어떤가요,엑술타테,2024.11.13.,44,N/A
N/A,엑술타테,N/A,N/A,N/A
수완 국어 연계지문 많이 나오나요??,lliliilillllilili,2024.11.13.,248,N/A
N/A,lliliilillllilili,N/A,N/A,N/A
생윤 노베 등급,체대생을현실로,2024.11.13.,156,N/A
N/A,체대생을현실로,N/A,N/A,N/A
수능전날인데 부모님이랑 싸웠어요,댜댝,2024.11.13.,1673,N/A
N/A,댜댝,N/A,N/A,N/A
생윤 질문,재수는싫어요제발요,2024.11.13.,68,N/A
N/A,재수는싫어요제발요,N/A,N/A,N/A
학부 지원할 때 전공 정확히 밝히는거,illlilillllililll,2024.11.13.,73,N/A
N/A,illlilillllililll,N/A,N/A,N/A
전남대 전북대 한국사 최저없져?,미미미미미누누누,2024.11.13.,102,N/A
N/A,미미미미미누누누,N/A,N/A,N/A
시험 도중에 인공눈물 소지가능한가여,Hhdjdidiw,2024.11.13.,276,N/A
N/A,Hhdjdidiw,N/A,N/A,N/A
이런 시계도 수능때 가능한거 맞죠??,Amigo0504,2024.11.13.,563,N/A
N/A,Amigo0504,N/A,N/A,N/A
생윤 등급,모먀먕,2024.11.13.,110,N/A
N/A,모먀먕,N/A,N/A,N/A
[문제질문] 사문 질문,이오얏,2024.11.13.,86,N/A
N/A,이오얏,N/A,N/A,N/A
[문제질문] 사문 진화론... 알랴주세요🥹🥹,xpm,2024.11.13.,123,N/A
N/A,xpm,N/A,N/A,N/A
응급구조학과,푸드덕푸드덬,2024.11.13.,53,N/A
N/A,푸드덕푸드덬,N/A,N/A,N/A
4교시 탐구시험 때 오엠알 필적사항,chaqqq,2024.11.13.,167,N/A
N/A,chaqqq,N/A,N/A,N/A
영어 짝수형 40번,수능대박0126,2024.11.13.,346,N/A
N/A,수능대박0126,N/A,N/A,N/A
사회문화 기능론,iiiiillllliiiiiiilll,2024.11.13.,73,N/A
N/A,iiiiillllliiiiiiilll,N/A,N/A,N/A
미대갈 생각하는 예비고1 어머님들 계신가요?,제로리80,2024.11.13.,86,N/A
N/A,제로리80,N/A,N/A,N/A
아날로그 시계 째깍째깍소리 괜찮나요?,빙수야빙수,2024.11.13.,343,N/A
N/A,빙수야빙수,N/A,N/A,N/A
10년 전에 수능본 삼촌이 수험생들에게,akskejejs,2024.11.13.,209,N/A
N/A,akskejejs,N/A,N/A,N/A
수능 포기각서 쓰는 법,힝나여,2024.11.13.,312,N/A
N/A,힝나여,N/A,N/A,N/A
수능 전날에 수특 연계 강의 보는 건 별로죠?,국어1영어1제발제발,2024.11.13.,111,N/A
N/A,국어1영어1제발제발,N/A,N/A,N/A
안떨려요 왜그럴까요,yuuwaw00308,2024.11.13.,492,N/A
N/A,yuuwaw00308,N/A,N/A,N/A
"우리 아이는 학교를 못 갔지만, 친구들의 아들딸을 위해 기도했습니다",에이코,2024.11.13.,415,N/A
N/A,에이코,N/A,N/A,N/A
시험지 낙서,히리리힐,2024.11.13.,109,N/A
N/A,히리리힐,N/A,N/A,N/A
만약에 화작 먼저 푸는데,Iiiiiiiiiiililiiiiii,2024.11.13.,211,N/A
N/A,Iiiiiiiiiiililiiiiii,N/A,N/A,N/A
내일 수능장에서 공부할 예열 뭐가 좋을까요,매우 성공하고 싶다,2024.11.13.,345,N/A
N/A,매우 성공하고 싶다,N/A,N/A,N/A
생윤 질문,Wheuqqss,2024.11.13.,79,N/A
N/A,Wheuqqss,N/A,N/A,N/A
사문 도표 몇 번으로 찍을까요,이것도못해,2024.11.13.,248,N/A
N/A,이것도못해,N/A,N/A,N/A
과민성대장 있으신 분들 내일 수능 어떡하실건가요..ㅠ,서울대보내줘여,2024.11.13.,421,N/A
N/A,서울대보내줘여,N/A,N/A,N/A
떨리는건 학교 지필평가볼때랑 비슷한데 너므우울해요,lillilllliiiliiilill,2024.11.13.,112,N/A
N/A,lillilllliiiliiilill,N/A,N/A,N/A
한국사 망하면,liliIlillilIlill,2024.11.13.,236,N/A
N/A,liliIlillilIlill,N/A,N/A,N/A
오늘 하루 종일 공부 안 함,k고삼입니다예아,2024.11.13.,314,N/A
N/A,k고삼입니다예아,N/A,N/A,N/A
수능 샤프심 화이트 허락,자갈돌멩이,2024.11.13.,350,N/A
N/A,자갈돌멩이,N/A,N/A,N/A
경희 시립 최초합 기원 6일차,쿠옹이루매,2024.11.13.,89,N/A
N/A,쿠옹이루매,N/A,N/A,N/A
2합 5 화이팅!!,ldidldiddll,2024.11.13.,339,N/A
N/A,ldidldiddll,N/A,N/A,N/A
인공눈물 바지주머니에 넣고있어도 돼요?,공부하라우,2024.11.13.,316,N/A
N/A,공부하라우,N/A,N/A,N/A
전 수능 4교시까지 응시하는데,내나이는고쓰리,2024.11.13.,367,N/A
N/A,내나이는고쓰리,N/A,N/A,N/A
오엠알 마킹,djdkq,2024.11.13.,244,N/A
N/A,djdkq,N/A,N/A,N/A
한국사 미응시 질문,Athanase,2024.11.13.,198,N/A
N/A,Athanase,N/A,N/A,N/A
생윤 칸트 의무감 질문,hambugirl,2024.11.13.,73,N/A
N/A,hambugirl,N/A,N/A,N/A
수능장 본인인증 할거 없으면 시험 아예 못보나요?,딱정이,2024.11.13.,288,N/A
N/A,딱정이,N/A,N/A,N/A
효도하고싶어요 엉엉,Aㅏ멘,2024.11.13.,160,N/A
N/A,Aㅏ멘,N/A,N/A,N/A
수능 칠때 10분종 5분종 안 울리나요?,국산감자수미칩,2024.11.13.,399,N/A
N/A,국산감자수미칩,N/A,N/A,N/A
생윤,rksghgkrrhk rkrhtlvd,2024.11.13.,47,N/A
N/A,rksghgkrrhk rkrhtlvd,N/A,N/A,N/A
수능 한국사 끝난 후 퇴실,감바스스,2024.11.13.,266,N/A
N/A,감바스스,N/A,N/A,N/A
모든 수험생분들 내일 수능 대박나서소!!!,iillililililililill,2024.11.13.,86,N/A
N/A,iillililililililill,N/A,N/A,N/A
다들 내일 카페인,0o0o00o0,2024.11.13.,205,N/A
N/A,0o0o00o0,N/A,N/A,N/A
제2외국어 포기각서,공수린,2024.11.13.,294,N/A
N/A,공수린,N/A,N/A,N/A
문과 고1 이공계로 틀려는데 조언 부탁드립니다.,허개수,2024.11.13.,38,N/A
N/A,허개수,N/A,N/A,N/A
잠,수능 못 보면 북침,2024.11.13.,132,N/A
N/A,수능 못 보면 북침,N/A,N/A,N/A
반수생 예비2번인데 재학 중인 학교 아예 안가는건 좀 그렇죠?,유하ㅂ,2024.11.13.,209,N/A
N/A,유하ㅂ,N/A,N/A,N/A
수능 하루전 질문,합격시켜주세요갈거야,2024.11.13.,231,N/A
N/A,합격시켜주세요갈거야,N/A,N/A,N/A
쉬는시간 전자기기 아이패드,llliiiiiil,2024.11.13.,366,N/A
N/A,llliiiiiil,N/A,N/A,N/A
짝수 홀수형,스케치빨리,2024.11.13.,500,N/A
N/A,스케치빨리,N/A,N/A,N/A
수능 파이팅 지나고 보면 별 거 아니다..,안녕클레어파트라,2024.11.13.,150,N/A
N/A,안녕클레어파트라,N/A,N/A,N/A
여대 면접,yfodyo,2024.11.13.,180,N/A
N/A,yfodyo,N/A,N/A,N/A
수능볼때 점심만먹고 나올수있나여?,흥엉엉,2024.11.13.,600,N/A
N/A,흥엉엉,N/A,N/A,N/A
누가 막을건데!!,신선한신선,2024.11.13.,65,N/A
N/A,신선한신선,N/A,N/A,N/A
인하대vs국민대 (문과),h1deonbush,2024.11.13.,389,N/A
N/A,h1deonbush,N/A,N/A,N/A
[미대 수시] 인천대 쓰신분중 다른곳 최초합 하신분,대학이코앞으로,2024.11.13.,365,N/A
N/A,대학이코앞으로,N/A,N/A,N/A
영어 짝수형은 어떻게 찍는게 좋을까요?,정시로외대노어노문,2024.11.13.,427,N/A
N/A,정시로외대노어노문,N/A,N/A,N/A
자리배치표 줄사람,합격시켜주세요갈거야,2024.11.13.,208,N/A
N/A,합격시켜주세요갈거야,N/A,N/A,N/A
생윤 질문,rksghgkrrhk rkrhtlvd,2024.11.13.,80,N/A
N/A,rksghgkrrhk rkrhtlvd,N/A,N/A,N/A
청주대 간호,쉬시환니,2024.11.13.,144,N/A
N/A,쉬시환니,N/A,N/A,N/A
시험생분들께 전합니다,power1145,2024.11.13.,140,N/A
N/A,power1145,N/A,N/A,N/A
가천대 간호 바람개비전형 4등급대,간호사가될끄야,2024.11.13.,451,N/A
N/A,간호사가될끄야,N/A,N/A,N/A
국민대vs인하대 (이과),h1deonbush,2024.11.13.,195,N/A
N/A,h1deonbush,N/A,N/A,N/A
생윤 칸트 질문,농뇨로뇽,2024.11.13.,64,N/A
N/A,농뇨로뇽,N/A,N/A,N/A
[문제질문] 생윤 플라톤,dudwn822,2024.11.13.,47,N/A
N/A,dudwn822,N/A,N/A,N/A
지잡 공대,짐살라벰,2024.11.13.,255,N/A
N/A,짐살라벰,N/A,N/A,N/A
영어 짝수형 답 경향,illiiiliilllii,2024.11.13.,368,N/A
N/A,illiiiliilllii,N/A,N/A,N/A
사회문화 계층 대물림 질문 ㅠ급해요,00227,2024.11.13.,100,N/A
N/A,00227,N/A,N/A,N/A
수능 5교시 안보는거 맞나요?,미국곰돌,2024.11.13.,530,N/A
N/A,미국곰돌,N/A,N/A,N/A
[서울권] 국어 등급 올리고 싶은 학생 구합니다.,97김민석,2024.11.13.,69,N/A
N/A,97김민석,N/A,N/A,N/A
쌍수 했는데 ..,illiilliilliilliilli,2024.11.13.,561,N/A
N/A,illiilliilliilliilli,N/A,N/A,N/A
생윤 황님들 한번만 도와주십쇼,송하빵,2024.11.13.,125,N/A
N/A,송하빵,N/A,N/A,N/A
짝수형,최저맞춰야된다무조껀,2024.11.13.,385,N/A
N/A,최저맞춰야된다무조껀,N/A,N/A,N/A
강남대 면접준비,성은1022,2024.11.13.,75,N/A
N/A,성은1022,N/A,N/A,N/A
생윤 질문,행운만땅뿅,2024.11.13.,75,N/A
N/A,행운만땅뿅,N/A,N/A,N/A
가채점표를 쓸지말지 고민이네요..,iamqueen1,2024.11.13.,536,N/A
N/A,iamqueen1,N/A,N/A,N/A
"짝수형 영어 도표일치, 매체 문제에서도 선지가 바뀌나요?",인서울하고싶다고,2024.11.13.,215,N/A
N/A,인서울하고싶다고,N/A,N/A,N/A
탐구 안 치면 바로 집갈수있나요,디핀,2024.11.13.,325,N/A
N/A,디핀,N/A,N/A,N/A
진짜 떨리네여,현역대학입학ㄱ,2024.11.13.,301,N/A
N/A,현역대학입학ㄱ,N/A,N/A,N/A
을지대 논술 조기발표 제발 ㅠㅠ,오우아우,2024.11.13.,157,N/A
N/A,오우아우,N/A,N/A,N/A
명지대 합격기원 48일차,제발명지대식영,2024.11.13.,210,N/A
N/A,제발명지대식영,N/A,N/A,N/A
막판 생윤 질문,111i1110,2024.11.13.,145,N/A
N/A,111i1110,N/A,N/A,N/A
수능 때 샤프,11111111111111111IIi,2024.11.13.,322,N/A
N/A,11111111111111111IIi,N/A,N/A,N/A
연필 쓰시는 분?,입시악구l,2024.11.13.,197,N/A
N/A,입시악구l,N/A,N/A,N/A
가채첨표,Dnfrhtlven,2024.11.13.,174,N/A
N/A,Dnfrhtlven,N/A,N/A,N/A
07 생기부 관련,입시요정m,2024.11.13.,222,N/A
N/A,입시요정m,N/A,N/A,N/A
가채점표 컬러여도 되죠??,동의어,2024.11.13.,352,N/A
N/A,동의어,N/A,N/A,N/A
가채점표를 이미 볼펜으로 그렸는데,문돌ㅇ,2024.11.13.,372,N/A
N/A,문돌ㅇ,N/A,N/A,N/A
동덕여대 공학전환,ILLOOIL,2024.11.13.,521,N/A
N/A,ILLOOIL,N/A,N/A,N/A
한성대 vs 순천향대,짬뽕맛카레,2024.11.13.,213,N/A
N/A,짬뽕맛카레,N/A,N/A,N/A
싱어 생윤 질문,화3팅,2024.11.13.,71,N/A
N/A,화3팅,N/A,N/A,N/A
시립대 조발 작년에 몇시였는지 알려주세요!!!,항상 엔진을 켜둘께,2024.11.13.,459,N/A
N/A,항상 엔진을 켜둘께,N/A,N/A,N/A
다들 낼 아침 뭐드시나요,음대보내줘재수생,2024.11.13.,532,N/A
N/A,음대보내줘재수생,N/A,N/A,N/A
생윤 모겐소 칸트,교학공,2024.11.13.,79,N/A
N/A,교학공,N/A,N/A,N/A
가채점표,06j,2024.11.13.,304,N/A
N/A,06j,N/A,N/A,N/A
제2외국어,11lIII11,2024.11.13.,110,N/A
N/A,11lIII11,N/A,N/A,N/A
필수응시 어떡하죠,이이잉이이잉ㅇ이잉,2024.11.13.,234,N/A
N/A,이이잉이이잉ㅇ이잉,N/A,N/A,N/A
가채점표 ㅜㅈㅂ,고삼수,2024.11.13.,383,N/A
N/A,고삼수,N/A,N/A,N/A
수능중간에 금속탐지기 생리대,블루베리 에이드,2024.11.13.,736,N/A
N/A,블루베리 에이드,N/A,N/A,N/A
수능 때 착장,일사병,2024.11.13.,364,N/A
N/A,일사병,N/A,N/A,N/A
칸트,김soso,2024.11.13.,57,N/A
N/A,김soso,N/A,N/A,N/A
[건동홍숙수시] 1차 합불가능성 예측 해주세요!,가냐미갸,2024.11.13.,568,N/A
N/A,가냐미갸,N/A,N/A,N/A
이렇게 하면 부정행위인가요?,25학번임,2024.11.13.,642,N/A
N/A,25학번임,N/A,N/A,N/A
수능 때 마킹 실수,여느여느,2024.11.13.,195,N/A
N/A,여느여느,N/A,N/A,N/A
수능 영어 난이도 작수만큼 어려울까요..,으차으찿,2024.11.13.,585,N/A
N/A,으차으찿,N/A,N/A,N/A
포기각서,대학보내주시긔,2024.11.13.,238,N/A
N/A,대학보내주시긔,N/A,N/A,N/A
생윤 ㅠㅠ,블루베리 에이드,2024.11.13.,111,N/A
N/A,블루베리 에이드,N/A,N/A,N/A
이거 부정행위인가요?,고3긔,2024.11.13.,412,N/A
N/A,고3긔,N/A,N/A,N/A
[학습자료] [작년 지구과학 9모 4등급->수능 1등급] 수능장에 가져가서 봐도 좋을 수능 전에 반드시 봐야할 지구과학 총정리(총 118문항),michael4,2024.11.13.,37,N/A
N/A,michael4,N/A,N/A,N/A
수능때 시험 중간에 화장실,lalsse00oo,2024.11.13.,530,N/A
N/A,lalsse00oo,N/A,N/A,N/A
과 정해주세요,왁왁이,2024.11.13.,63,N/A
N/A,왁왁이,N/A,N/A,N/A
내일 택시..,꿈꾸는 마음으로,2024.11.13.,134,N/A
N/A,꿈꾸는 마음으로,N/A,N/A,N/A
호서대 예비,제발 간호합격,2024.11.13.,118,N/A
N/A,제발 간호합격,N/A,N/A,N/A
수능 영어,간호사되고싶은 06,2024.11.13.,175,N/A
N/A,간호사되고싶은 06,N/A,N/A,N/A
면접 복장 올블랙 괜찮을까요..?,대학붙은고양이,2024.11.13.,239,N/A
N/A,대학붙은고양이,N/A,N/A,N/A
국어 수능,미대말랑카우,2024.11.13.,120,N/A
N/A,미대말랑카우,N/A,N/A,N/A
제 학과를 까는 친구,illliiiilllli,2024.11.13.,517,N/A
N/A,illliiiilllli,N/A,N/A,N/A
탐구 시험볼때,25학번꿈은이루어진ㄷ,2024.11.13.,97,N/A
N/A,25학번꿈은이루어진ㄷ,N/A,N/A,N/A
생윤 사형 시민의 안전,lliillili,2024.11.13.,50,N/A
N/A,lliillili,N/A,N/A,N/A
오늘 발표하는 대학,iililililililililll,2024.11.13.,494,N/A
N/A,iililililililililll,N/A,N/A,N/A
을지대,DBI,2024.11.13.,184,N/A
N/A,DBI,N/A,N/A,N/A
[시립대] 시립대 조발,buno,2024.11.13.,635,N/A
N/A,buno,N/A,N/A,N/A
제2외국어,dodkxnnw,2024.11.13.,100,N/A
N/A,dodkxnnw,N/A,N/A,N/A
청소년 카카오 택시 이용 법?,라벤더74,2024.11.13.,132,N/A
N/A,라벤더74,N/A,N/A,N/A
시험시간 화장실,최저러06,2024.11.13.,190,N/A
N/A,최저러06,N/A,N/A,N/A
수능 좌석표이써용?ㅜㅜ,경북대미디어제발저요,2024.11.13.,326,N/A
N/A,경북대미디어제발저요,N/A,N/A,N/A
수능날 도시락,Ililililihilil,2024.11.13.,535,N/A
N/A,Ililililihilil,N/A,N/A,N/A
수능 칠때 멀리있는걸 봐야할 일이 있나요?,중앙냐,2024.11.13.,275,N/A
N/A,중앙냐,N/A,N/A,N/A
[문제질문] 사회문화 질문,klsdckenwhwbak,2024.11.13.,96,N/A
N/A,klsdckenwhwbak,N/A,N/A,N/A
수능 보다가 중간에 한과목 안 볼수도 있나요? 학교번호 같은거 안 적으면 그렇게 되나요? 근데 감독관님이 확인하셔서 어차피 그럴 일은 없나요?,온점점,2024.11.13.,198,N/A
N/A,온점점,N/A,N/A,N/A
"[서울권] [경희대 한의대, 한양대 인문논술 2관왕]경희대 사회계, 고려대 Final 수업 모집합니다.(마감 임박)",JDsin,2024.11.13.,50,N/A
N/A,JDsin,N/A,N/A,N/A
수능자리,뽀쁘,2024.11.13.,713,N/A
N/A,뽀쁘,N/A,N/A,N/A
덕성여대 고교추천,안녕사샤요,2024.11.13.,163,N/A
N/A,안녕사샤요,N/A,N/A,N/A
을지대 1차 합격(물치),나를봐줘 대학아,2024.11.13.,231,N/A
N/A,나를봐줘 대학아,N/A,N/A,N/A
6모 해설,ililiillilillllli,2024.11.13.,108,N/A
N/A,ililiillilillllli,N/A,N/A,N/A
[문제질문] 생윤 플라톤 예술,믜이이이이이이잉,2024.11.13.,34,N/A
N/A,믜이이이이이이잉,N/A,N/A,N/A
가채점표 안 붙이고 그냥 쓰려는데,수시3관왕하고싶다,2024.11.13.,497,N/A
N/A,수시3관왕하고싶다,N/A,N/A,N/A
수능 전 영역(제2외국어 제외)을 신청했는데,susijesu,2024.11.13.,160,N/A
N/A,susijesu,N/A,N/A,N/A
수시 예비 떠서 전문대 수시2차 지원하시는 분들 있을까용…?,가람밍,2024.11.13.,238,N/A
N/A,가람밍,N/A,N/A,N/A
수능장에서의 계획,지리학,2024.11.13.,226,N/A
N/A,지리학,N/A,N/A,N/A
11월23일 면접인 학교 ㅇㄷ?,rlavhql,2024.11.13.,291,N/A
N/A,rlavhql,N/A,N/A,N/A
현여기 질문 좀 들어줄사람 🙏🙏,Squared,2024.11.13.,71,N/A
N/A,Squared,N/A,N/A,N/A
수능 최저 성적 가능할까요ㅠ,학종천국,2024.11.13.,372,N/A
N/A,학종천국,N/A,N/A,N/A
왜이렇게 긴장이 될까요..,건국대보내주세요273,2024.11.13.,326,N/A
N/A,건국대보내주세요273,N/A,N/A,N/A
핫팩사용,머지않아 밝게 빛나리,2024.11.13.,188,N/A
N/A,머지않아 밝게 빛나리,N/A,N/A,N/A
카페 음료 수능날 가져가도 되나요?,lliililllliiilll,2024.11.13.,189,N/A
N/A,lliililllliiilll,N/A,N/A,N/A
수능 점심시간,123456대학들날붙여,2024.11.13.,427,N/A
N/A,123456대학들날붙여,N/A,N/A,N/A
교수님들 채점 기준,선유as,2024.11.13.,575,N/A
N/A,선유as,N/A,N/A,N/A
다들 몇 시간 주무시나요?,lliililllliiilll,2024.11.13.,306,N/A
N/A,lliililllliiilll,N/A,N/A,N/A
전주대 문헌정보 Vs 자유 전공 선택??,바람내음 시나브로,2024.11.13.,73,N/A
N/A,바람내음 시나브로,N/A,N/A,N/A
학종반수재수 하신분들계실까요,인디고블루고,2024.11.13.,181,N/A
N/A,인디고블루고,N/A,N/A,N/A
[교재] 2025 백호 추론형 모의고사,알리시안,2024.11.13.,11,N/A
N/A,알리시안,N/A,N/A,N/A
수능 아침,0o0o00o0,2024.11.13.,421,N/A
N/A,0o0o00o0,N/A,N/A,N/A
EBS 연계,떤사,2024.11.13.,111,N/A
N/A,떤사,N/A,N/A,N/A
가채점표 질문이요,IlIlIllIlIIllIlll,2024.11.13.,288,N/A
N/A,IlIlIllIlIIllIlll,N/A,N/A,N/A
내일 국어 탐구 깔아드릴게요,IlllIlIlllllIlllllll,2024.11.13.,376,N/A
N/A,IlllIlIlllllIlllllll,N/A,N/A,N/A
"가채점표, 담요 감독관 허락",llilillilillilil,2024.11.13.,518,N/A
N/A,llilillilillilil,N/A,N/A,N/A
수능 날,눙낭룽딩,2024.11.13.,213,N/A
N/A,눙낭룽딩,N/A,N/A,N/A
[미대 수시] 삼육대 아트앤디자인학과 수능 봐야하나요?,소금에절여진배추,2024.11.13.,164,N/A
N/A,소금에절여진배추,N/A,N/A,N/A
다들 좋은 결과 있으시기를 바랍니다,ililiiilliliilll,2024.11.13.,98,N/A
N/A,ililiiilliliilll,N/A,N/A,N/A
"수능장에서 행동 질문,,",대학저요제발저,2024.11.13.,360,N/A
N/A,대학저요제발저,N/A,N/A,N/A
[학습자료] [작년 지구과학 9모 4등급->수능 1등급] 수능 전에 반드시 봐야할 지구과학 총정리(총 118문항),michael4,2024.11.13.,39,N/A
N/A,michael4,N/A,N/A,N/A
2선택시간에 1선택 가채점표 작성,le32ulet,2024.11.13.,408,N/A
N/A,le32ulet,N/A,N/A,N/A
홉스 루소 도와주세요ㅠㅠ,ililiillilillllli,2024.11.13.,150,N/A
N/A,ililiillilillllli,N/A,N/A,N/A
대학교 면접,moongi,2024.11.13.,177,N/A
N/A,moongi,N/A,N/A,N/A
영어 재작년 수능도 풀어봐야겠죠,iilllllllli,2024.11.13.,163,N/A
N/A,iilllllllli,N/A,N/A,N/A
